Content,Date,Jour,Mois,Année,Utilisateur,Thème,Score,Compound,Sentiment,Mentions principales
Exemple les moulins ( sur rivière) se battent contre le gouvernement et la transition écologique alors qui pourraient constituer une manne incroyable pour la transition énergétique avec une production hydroélectrique gigantesque par le nombre.,2023-04-06,6,4,2023,Draduag,,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.5719}",0.5719,Positif,"['électrique', 'production', 'écologique', 'gouvernement']"
"Oui et ça donne quoi en bilan co2? Vous savez ce pourquoi se fait la transition énergétique en principe...
La même graphique en fait.
On regroupe par type pas seulement les ENR...",2023-04-06,6,4,2023,nonobzh,,"{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.6164}",0.6164,Positif,['co2']
"#placement dans la transition énergétique : pour l'instant la propulsion de véhicule par l'énergie solaire ne convainc pas en #bourse !
L'exemple de la maison mère de @SonoMotors (SEV) 
Après une introduction prometteuse à plus de 20 $ ; aujourd'hui elle ne vaut plus que 0,32 $ !",2023-04-06,6,4,2023,AGRICOLE GILLES,,"{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.8541}",0.8541,Positif,"['énergie', 'solaire']"
Merci Kévin pour ce thread pédagogique - On utilise les mêmes approches dans mon équipe pour modéliser l'industrie (secteur le plus cool de la transition énergétique 🥰),2023-04-06,6,4,2023,PaccoBa,,"{'neg': 0.038, 'neu': 0.746, 'pos': 0.216, 'compound': 0.7688}",0.7688,Positif,[]
"Ecofin - Afrique du Sud : l’Espagne mobilise 2,3 milliards $ pour la transition énergétique et l’eau tinyurl.com/2xsslrdt",2023-04-06,6,4,2023,Afropages,,"{'neg': 0.0, 'neu': 0.854, 'pos': 0.146, 'compound': 0.4926}",0.4926,Positif,[]
Rôle de la #RDC dans la transition énergétique à travers ses métaux critiques et leur transformation locale! Sincères félicitations 🙌,2023-04-06,6,4,2023,MUKENDI TSHIDIMU Arsène,,"{'neg': 0.099, 'neu': 0.53, 'pos': 0.371, 'compound': 0.7896}",0.7896,Positif,[]
"Retour en images sur la #SemaineFrançaise à Kinshasa où nous avons parlé du secteur minier; son potentiel,sa législation,les défis du secteur pour sa croissance,le rôle de la RDC dans la transition énergétique à travers ses métaux critiques et leur transformation locale en RDC.",2023-04-06,6,4,2023,John Nsana Kanyoni,,"{'neg': 0.059, 'neu': 0.849, 'pos': 0.091, 'compound': 0.2695}",0.2695,Positif,[]
Que l’enfant congolais ne paie pas le prix de la transition énergétique.,2023-04-06,6,4,2023,asbl Droit de l'Enfant Congolais,,"{'neg': 0.173, 'neu': 0.641, 'pos': 0.186, 'compound': 0.0511}",0.0511,Positif,['prix']
"La question est simple : pourquoi la transition énergétique ? Pour diminuer nos émissions de GAES.
Donc est ""bon ""ce qui les diminue
Est ""mauvais"" ce qui les augmente. Il faut en rester à des questions simples. Sinon on se perd.",2023-04-06,6,4,2023,charles l'observateur,,"{'neg': 0.176, 'neu': 0.673, 'pos': 0.15, 'compound': -0.0772}",-0.0772,Negatif,[]
Super ! Et pendant ce temps la le budget pour la transition énergétique et écologique ...??🙃🤡,2023-04-06,6,4,2023,Ké ? Nan...,,"{'neg': 0.0, 'neu': 0.774, 'pos': 0.226, 'compound': 0.6442}",0.6442,Positif,"['écologique', 'temps']"
"""Transition énergétique avec la Chine""
Tu as compris le niveau 🤔",2023-04-06,6,4,2023,HERBERT Thomas,,"{'neg': 0.0, 'neu': 0.818, 'pos': 0.182, 'compound': 0.4404}",0.4404,Positif,[]
"Amazon.fr - Les dix commandements de la transition énergétique - Charlez, Philippe - Livres amazon.fr/dix-commandements-…",2023-04-06,6,4,2023,Yves Pozzo di Borgo,,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}",0.4404,Positif,[]
"Afrique du Sud : l’Espagne mobilise 2,3 milliards $ pour la transition énergétique et l’eau -> agenceecofin.com/gestion-pub…",2023-04-06,6,4,2023,Agence Ecofin,,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.5399}",0.5399,Positif,[]
"Superbe édition 2023, un véritable plaisir de découvrir les solutions pour la transition énergétique issues d'innovateurs locaux. 
Merci à SLB, Blue Invest, Ifremer et à tous les partenaires (dont EDF) ! lnkd.in/eQgU7hsT",2023-04-06,6,4,2023,Picasso Alain,,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.9333}",0.9333,Positif,['solution']
"Je ne suis pas affecté car j'ai fait ma ""transition énergétique"" vers le gaz: Naturel, Propane + Mazout.

Avec l'inquiétant faiblissement en cours du champs magnétique terrestre (tsé la seule menace naturelle dont vous devriez vous soucier), les pannes vont juste être +nombreuses",2023-04-06,6,4,2023,"B. Castonguay, MBA",,"{'neg': 0.105, 'neu': 0.722, 'pos': 0.173, 'compound': 0.5638}",0.5638,Positif,[]
aussi bien que la voiture électrique et le poile électrique lors de la panne.. merci gouv.qc pour la transition énergétique,2023-04-06,6,4,2023,Edik Ing,,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.7013}",0.7013,Positif,['électrique']
"10-Annoncer que l'objectif national est d'atteindre un taux d'emploi le plus haut possible par un Plan de garantie d'emploi dans l'education, la santé , l'agriculture, recherche et developpement, IT, transition energetique et preservation des ressources.",2023-04-07,7,4,2023,Maha Ben Gadha,,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.6476}",0.6476,Positif,"['santé', 'objectif']"
Total doit bloquer les prix à 2€50 pour assurer la transition énergétique…,2023-04-07,7,4,2023,Dum Dum 🇫🇷🇵🇱🇪🇺🌎,,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6476}",0.6476,Positif,['prix']
"Non ce qui est drôle c'est Victor avec ses sophismes tout pourris qui vient chanter les louanges de la transition énergétique allemande, en fournissant un graphique qui montre que depuis 2000, ils ont moins baissé que la France en %, et restent x2 en absolu

🤡 de concours",2023-04-07,7,4,2023,bobby38_bcn,,"{'neg': 0.081, 'neu': 0.796, 'pos': 0.123, 'compound': 0.4547}",0.4547,Positif,['allemand']
"Financements structurés, 2e édition, Ellipses:
Dans cette nouvelle édition – qui intègre désormais l’impératif de la transition énergétique – l’auteur (Charles-Henri Larreur) lève le voile sur les mystères des financements structurés. À l’aide...
>>> bit.ly/3mfnXYi",2023-04-07,7,4,2023,inv3stir,,"{'neg': 0.032, 'neu': 0.849, 'pos': 0.12, 'compound': 0.5122}",0.5122,Positif,[]
"Fabuleux.
La transition énergétique est en marche.",2023-04-07,7,4,2023,Jean CARLO,,"{'neg': 0.0, 'neu': 0.442, 'pos': 0.558, 'compound': 0.743}",0.743,Positif,[]
"Et c'est les mêmes qui se prétendent être à la pointe de la transition énergétique. 😩🤬😭😬🙄
Comme dirait un ancien Président : mais quelle indignité",2023-04-07,7,4,2023,Guillaume PORCHER,,"{'neg': 0.165, 'neu': 0.756, 'pos': 0.079, 'compound': -0.34}",-0.34,Negatif,[]
"L'industrie auto 🇩🇪 et la transition énergétique. 
Fin de la blague. 
🤬🤬🤬😤😤😤😭😭😭",2023-04-07,7,4,2023,Guillaume PORCHER,,"{'neg': 0.177, 'neu': 0.719, 'pos': 0.104, 'compound': -0.5411}",-0.5411,Negatif,[]
"Peut être que dans le cadre de la transition énergétique, l'Allemagne sortira de nouvelles voitures électriques avec un gazogène pour alimenter le générateur. 😁  Une passion des écolos le gaz et le charbon : piped.video/watch?v=fIMEs5…",2023-04-07,7,4,2023,Edward Wanderhard 🦙,,"{'neg': 0.026, 'neu': 0.794, 'pos': 0.18, 'compound': 0.802}",0.802,Positif,"['électrique', 'charbon']"
"Sait-il faire quelque-chose d'autre...?! Ah, si, dans la transition énergétique, à faire du vent dans l'éolien.",2023-04-07,7,4,2023,Seizh Ruz Ha Du 6⃣⭐ 3️⃣🥇 3️⃣🏆 #emojibzh,,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.5271}",0.5271,Positif,['éolien']
Ah nos éco-anxieux!Déjà la CDPQ a perdu beaucoup de rendements en se retirant trop vite de l’énergie fossile.GNL aurait été une source incroyable $$$. Ça prend de l’argent pour la transition énergétique sinon on va couper ailleurs. La cible 2035 pour les véhicules est impossible,2023-04-07,7,4,2023,Claude Turgeon ⚡️⚡️,,"{'neg': 0.083, 'neu': 0.737, 'pos': 0.179, 'compound': 0.7156}",0.7156,Positif,"['énergie', 'fossile']"
Mais c'est bien ça me rassure de voir que des journalistes sur la transition énergétique défendent les déplacements du gouvernement en jet comme si c'était leur daronne,2023-04-07,7,4,2023,Marianne,,"{'neg': 0.0, 'neu': 0.708, 'pos': 0.292, 'compound': 0.7845}",0.7845,Positif,['gouvernement']
"La #transition énergétique sur les chapeaux de roues, la manette des gaz a fond pour que l'Allemagne garde sa pole position.",2023-04-07,7,4,2023,Neguchi Maroyama-@neguchi_Maroyama@piaille.fr,,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.5267}",0.5267,Positif,[]
"Comprendre les enjeux de la transition énergétique des transports, avec Aurélien Bigo play.acast.com/s/5fafe08bfa6… via @acast",2023-04-07,7,4,2023,Desseaux Joël,,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}",0.4404,Positif,[]
"Et du coup, il a donné combien de notre argent aux chinois pour les aider dans leur transition énergétique , parce que ça, c’est son truc à notre arroseur !!",2023-04-07,7,4,2023,sergiovp,,"{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.7339}",0.7339,Positif,[]
"Tesla donnait les mêmes ordres de grandeur 📈 de l'autonomie (20%). Mais ils comptaient le faire avec un matériau moins cher visiblement.
Cette décennie est fascinante et c'est un régal de voir le développement de tant d'avancées technologiques pour la transition énergétique 🤩",2023-04-07,7,4,2023,SraM 🔋,,"{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.8401}",0.8401,Positif,['développement']
De considérer que la courbe allait continuer pareil alors qu on demandait dans le même temps une transition énergétique considérable.,2023-04-07,7,4,2023,Machaon 3d,,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}",0.4404,Positif,['temps']
"Passage étonnant sur la mise en place de la PPE et l'absence de ""vision long terme"" sur conso et prétendu absence de débat prospective...
▶️quid du débat national transition énergétique qui a décortiqué pendant 8 mois  16 scénarios prospectifs en 2013 ? 
webissimo.developpement-dura…",2023-04-07,7,4,2023,Andreas Rüdinger,,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.8906}",0.8906,Positif,[]
Transition énergétique mal pensée  : 120 milliards d’euros engagés n’ont pas réduit d’une seule tonne nos émissions de CO2 atlantico.fr/article/decrypt… via @atlantico_fr  sans compter l'immobilier qui va partir en quenouille......,2023-04-07,7,4,2023,CélesteBrume,,"{'neg': 0.077, 'neu': 0.742, 'pos': 0.182, 'compound': 0.6745}",0.6745,Positif,[]
Bel article sur la transition énergétique de Mr Xavier Montuelle Directeur Territorial Alpes Maritimes. varmatin.com/economie/pour-l…,2023-04-07,7,4,2023,Arcamone,,"{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.5106}",0.5106,Positif,[]
"Pour assurer sa transition énergétique, le Japon va massivement investir dans l’hydrogène courrierinternational.com/ar…",2023-04-08,8,4,2023,nicolas760,,"{'neg': 0.0, 'neu': 0.705, 'pos': 0.295, 'compound': 0.5574}",0.5574,Positif,[]
"Ce dimanche @leJDD, dans mon itw exclu avec @JohnKerry, l'ancien chef de la diplomatie confirme  l'engagement US d'obtenir 4500 Mds de dollars annuels à l'échelle mondiale pour financer la transition énergétique. ""Aucun autre président americain ne reviendra en arrière"".",2023-04-08,8,4,2023,FRANCOIS CLEMENCEAU,,"{'neg': 0.048, 'neu': 0.792, 'pos': 0.16, 'compound': 0.7418}",0.7418,Positif,"['financer', 'mondial']"
Transition énergétique mal pensée  : 120 milliards d’euros engagés n’ont pas réduit d’une seule tonne nos émissions de CO2 atlantico.fr/article/decrypt… via @atlantico_fr,2023-04-08,8,4,2023,BBTigredusoleil,,"{'neg': 0.064, 'neu': 0.711, 'pos': 0.225, 'compound': 0.5991}",0.5991,Positif,[]
"Réussir notre transition énergétique est impératif. Nous avons besoin que la #CNDP remplisse son rôle, sans le dévoyer, tout au long de cette transition. ...",2023-04-08,8,4,2023,Les Voix du Nucléaire,,"{'neg': 0.0, 'neu': 0.785, 'pos': 0.215, 'compound': 0.7651}",0.7651,Positif,['besoin']
"Quand je pense à tous les idées à surveiller de la transition énergétique. J ai peur! 
Coïncidence! J ai écrit il y a qq mois dans une consultation qu il fallait faire attention aux nuisances si les gens commencent à faire leur lessive la nuit cela va empêcher de dormir et créer des violences! #nuisances #transition #energetique #electricité",2023-04-08,8,4,2023,Laetitia Moreau-Gabarain MS MBA,,"{'neg': 0.022, 'neu': 0.803, 'pos': 0.175, 'compound': 0.8827}",0.8827,Positif,[]
"au cas où vous ne sauriez pas, les gens en ont ras la coquillette de vos débilités énergétiques et votre transition énergétique à 2 balles
stopracketenergie.fr/",2023-04-08,8,4,2023,androide,,"{'neg': 0.08, 'neu': 0.735, 'pos': 0.185, 'compound': 0.5106}",0.5106,Positif,[]
Transition énergétique mal pensée : 120 milliards d’euros engagés n’ont pas réduit d’une seule tonne nos émissions de CO2 | Atlantico.fr atlantico.fr/article/decrypt…,2023-04-08,8,4,2023,Yves Pozzo di Borgo,,"{'neg': 0.066, 'neu': 0.7, 'pos': 0.234, 'compound': 0.5991}",0.5991,Positif,[]
Transition énergétique mal pensée  : 120 milliards d’euros engagés n’ont pas réduit d’une seule tonne nos émissions de CO2 atlantico.fr/article/decrypt… via @atlantico_fr,2023-04-08,8,4,2023,Joana,,"{'neg': 0.064, 'neu': 0.711, 'pos': 0.225, 'compound': 0.5991}",0.5991,Positif,[]
"#hecate2027
madame pannier-runacher, ministre de la transition énergétique, incite, avant d'obliger, à rouler à 110kmh sur autoroute pour économiser du carburant.
le prix des péages va-t-il également baisser ???",2023-04-08,8,4,2023,valmont edgar,,"{'neg': 0.146, 'neu': 0.638, 'pos': 0.216, 'compound': 0.5632}",0.5632,Positif,"['ministre', 'prix']"
Transition énergétique mal pensée  : 120 milliards d’euros engagés n’ont pas réduit d’une seule tonne nos émissions de CO2 atlantico.fr/article/decrypt… via @atlantico_fr,2023-04-08,8,4,2023,MAKOWSKI David,,"{'neg': 0.064, 'neu': 0.711, 'pos': 0.225, 'compound': 0.5991}",0.5991,Positif,[]
Transition énergétique mal pensée  : 120 milliards d’euros engagés n’ont pas réduit d’une seule tonne nos émissions de CO2 atlantico.fr/article/decrypt… via @atlantico_fr,2023-04-08,8,4,2023,Iriba,,"{'neg': 0.064, 'neu': 0.711, 'pos': 0.225, 'compound': 0.5991}",0.5991,Positif,[]
TESLA a établi la voiture électrique. Nous établissons un logement abordable et une transition énergétique fonctionnelle avec une disruption dans les maisons. fr.gemini-next-generation.ho…,2023-04-08,8,4,2023,Mösl Roland,,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.4926}",0.4926,Positif,['électrique']
"🌿 Inscrivez-vous aux ateliers de la Fresque du Climat offerts par la Ville dans le cadre de son Plan Action pour le Climat et la Transition Énergétique !

📅 Samedi 15 avril de 9h30 à 12h30
📅 Jeudi 20 avril de 19h à 22h
📍 Médiathèque de Garches

✍️ bit.ly/FresqueClimat2023",2023-04-08,8,4,2023,Ville de Garches,,"{'neg': 0.0, 'neu': 0.944, 'pos': 0.056, 'compound': 0.6209}",0.6209,Positif,[]
"Dans mon 1er livre « la transition énergétique, une énergie moins chère et un millions d’emplois créés » chez Fayard (2014) (Plan+protectionnisme),
J’expliquai que solaire et éolien ne servent qu’à produire de l’électricité pour faire de l’hydrogène vu leur intermittence.
✅Évidemment, la caste a conspué. 10 ans plus tard, l’Allemagne se lance à fond dans la production d’hydrogène à base d’ENR pour rendre beaucoup plus utile leurs éoliennes/panneaux solaires",2023-04-08,8,4,2023,Philippe Murer 🇫🇷,,"{'neg': 0.06, 'neu': 0.829, 'pos': 0.111, 'compound': 0.5912}",0.5912,Positif,"['énergie', 'éolien', 'production', 'solaire', 'électricité']"
"Le Parc naturel régional du #Morvan souhaite poursuivre sa transition énergétique
>>lyonne.fr/saint-brisson-5823…",2023-04-08,8,4,2023,L'Yonne Républicaine,,"{'neg': 0.153, 'neu': 0.452, 'pos': 0.395, 'compound': 0.5106}",0.5106,Positif,[]
"Consistance 
Série croissance..
Transition  énergétique 
Des .
Stades  évolution  primitives..vers stades  évolution  plus product renta .fois..compétence..aires",2023-04-08,8,4,2023,hariche mourad,,"{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.8988}",0.8988,Positif,[]
"Et puis comme le dit Patrick Pouyanne, la transition énergétique beaucoup en parlent, nous on est en train de la faire.",2023-04-08,8,4,2023,🇺🇦Hacheur Charentais🇫🇷,,"{'neg': 0.0, 'neu': 0.873, 'pos': 0.127, 'compound': 0.4404}",0.4404,Positif,[]
"Transition énergétique mal pensée : 120 milliards d’euros engagés n’ont pas réduit d’une seule tonne nos émissions de CO2

Ou comment nous avons à grands frais remplacé de l’électricité décarbonée…par de l’électricité décarbonée
atlantico.fr/article/decrypt…",2023-04-08,8,4,2023,Fabien Bouglé,,"{'neg': 0.042, 'neu': 0.75, 'pos': 0.208, 'compound': 0.7101}",0.7101,Positif,['électricité']
"Diagnostics analytiques 
1 points chauds 
2 séries évolution..
...distinctes..
..s
Bricolage transition énergétique..
Ascendant...
2 croissance..
3 senecologie climat sol des aires 
Conformité des. 
Adaptation. 
Forme déterminante 
Positions décisions 
Qualité..",2023-04-08,8,4,2023,hariche mourad,,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.9086}",0.9086,Positif,['climat']
"Série succession. 
Bricolage transition énergétique...
D'une rotation  croissance en voie de développement de forme. 
1 forme ascendante .progression 
2 forme  décroiss
3 pourra être..
Passagère. Transition écologi  traduction. Non conformité. Non vigoureuse..
Forme. Non adap",2023-04-08,8,4,2023,hariche mourad,,"{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.9495}",0.9495,Positif,['développement']
"C'est beaucoup plus grave que cela. Le RCA sert de justification à la transition énergétique dont le but est de réserver les ressources non renouvelables de la terre à une infime minorité de scientifiques. L'écologisme c'est le génocide de 99,9% de l'humanité !",2023-04-09,9,4,2023,Johannes Gens,,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.6928}",0.6928,Positif,['renouvelable']
"Oui tout à fait, même si je pense que cela serait plus intéressant de lever des fonds pour se lancer dans de la R&D en énergétique au vu des défis de la transition énergétique",2023-04-09,9,4,2023,Nabil l'héritier de Fès,,"{'neg': 0.058, 'neu': 0.794, 'pos': 0.148, 'compound': 0.5905}",0.5905,Positif,[]
La transition énergétique est une catastrophe,2023-04-09,9,4,2023,Chantal Cornet,,"{'neg': 0.389, 'neu': 0.354, 'pos': 0.257, 'compound': -0.3612}",-0.3612,Negatif,[]
"Je dénonce le faite qu'il n'y ai aucun effort de fait en France en faveur de la transition énergétique. Le nucléaire doit nous aider à passer au renouvelable, il ne doit pas être notre première source d'énergie.",2023-04-09,9,4,2023,Valentin 🏳️‍🌈,,"{'neg': 0.06, 'neu': 0.719, 'pos': 0.222, 'compound': 0.7845}",0.7845,Positif,"['énergie', 'nucléaire', 'renouvelable']"
"Flatterstrom et Dunkelflaute ! Un partisan de la transition énergétique a-t-il le droit d'utiliser ces mots ? Il doit même le faire, critiquer violemment le tournant énergétique allemand pour promouvoir un tournant énergétique qui fonctionne. piped.video/g_9Qi6w16rE",2023-04-09,9,4,2023,Mösl Roland,,"{'neg': 0.109, 'neu': 0.605, 'pos': 0.286, 'compound': 0.8313}",0.8313,Positif,['allemand']
"ENI est dans l’indice ESG, Italien depuis 2 ans.,Il n’y a aucune fatalité sur les pétrolières, elles sont en pôle sur la transition énergétique. tradingsat.com/eni-IT0003132…",2023-04-09,9,4,2023,🇺🇦Hacheur Charentais🇫🇷,,"{'neg': 0.144, 'neu': 0.673, 'pos': 0.183, 'compound': -0.3365}",-0.3365,Negatif,[]
"Transition énergétique mal pensée  : 120 milliards d’euros engagés n’ont pas réduit d’une seule tonne nos émissions de CO2

==> Ou comment nous avons à grands frais remplacé de l’électricité décarbonée… par de l’électricité décarbonée...

atlantico.fr/article/decrypt… @atlantico_fr",2023-04-09,9,4,2023,Progressum,,"{'neg': 0.038, 'neu': 0.774, 'pos': 0.188, 'compound': 0.7512}",0.7512,Positif,['électricité']
Oui elle serait probablement moins émettrice qu'aujourd'hui mais le nucléaire n'est heureusement pas l'alpha et l'oméga de la transition énergétique et l'Allemagne montre qu'on peut diminuer nucléaire et énergie carboné et tendre vers le neutralité carbone,2023-04-09,9,4,2023,Pierre Vak 💬,,"{'neg': 0.0, 'neu': 0.897, 'pos': 0.103, 'compound': 0.5719}",0.5719,Positif,"['énergie', 'nucléaire']"
"Bro, aujourd'hui avec l'aide des RS , nous ne devons pas raté cette occasion de la transition énergétique, mobilisons-nous comme un seul homme pour le développement de Manono qui deviendras un grand centre de notre pays à l'instar de Kolwezi!",2023-04-09,9,4,2023,🇨🇩,,"{'neg': 0.032, 'neu': 0.834, 'pos': 0.134, 'compound': 0.6224}",0.6224,Positif,['développement']
"Ben il me semble qu’il faudra des 100aines de milliards rien qu’en matière de défense et pour la transition énergétique, d’après les annonces récentes. Je n’ai pas lu comment tout ça est financé ?",2023-04-09,9,4,2023,Anna Di Mario 🇪🇺,,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.5106}",0.5106,Positif,['matière']
"Et oui faut changer d'argumentaires anti électrification/ enr. 

La transition énergétique est faisable.",2023-04-09,9,4,2023,Valentin Przyluski,,"{'neg': 0.112, 'neu': 0.634, 'pos': 0.254, 'compound': 0.4404}",0.4404,Positif,[]
"Peut être parce que la transition énergétique à une échelle de temps aussi courte est un mythe. Pour l’heure  les énergies ne se substituent pas, elle s’agglomèrent.",2023-04-09,9,4,2023,thierry calvat,,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.5859}",0.5859,Positif,"['énergie', 'temps']"
"Dans la série cela fait 20 ans que l’on vous le dit, voici les #EnR non pilotables et la dictature de la pensée de l’#ecologie et des #ecologistes.
    
Transition énergétique  : 120 milliards d’euros engagés n’ont pas réduit nos émissions de CO2 atlantico.fr/article/decrypt…",2023-04-09,9,4,2023,I’m your father. 🐍,,"{'neg': 0.0, 'neu': 0.918, 'pos': 0.082, 'compound': 0.6219}",0.6219,Positif,[]
"Des nouvelles de la main bien visible de 🦣l'État🦣 :
les 120 milliards de nos euros dépensés pour la transition énergétique administrée
n’ont pas réduit d’une seule tonne nos émissions de CO2
(et ça n'a aucune raison de changer)
atlantico.fr/article/decrypt…",2023-04-09,9,4,2023,Arsène - #FJW - GIEC libre,,"{'neg': 0.026, 'neu': 0.846, 'pos': 0.128, 'compound': 0.6131}",0.6131,Positif,[]
"#Basquiat x #Warhol géniaux précurseurs en tout, même sur la transition énergétique 👍 😉#GreenEnergy 
Une exposition exceptionnelle à la Fondation Louis Vuitton",2023-04-09,9,4,2023,Florence Robine,,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.7269}",0.7269,Positif,[]
Transition énergétique mal pensée  : 120 milliards d’euros engagés n’ont pas réduit d’une seule tonne nos émissions de CO2 atlantico.fr/article/decrypt… via @atlantico_fr,2023-04-09,9,4,2023,David Gatel,,"{'neg': 0.064, 'neu': 0.711, 'pos': 0.225, 'compound': 0.5991}",0.5991,Positif,[]
"2/ Chez nous en France, Bitcoin permettrait d’accélérer la transition énergétique car en stabilisant le grid électrique, celui-ci accélère l’implantation des énergies renouvelables. Cf ERCOT au Texas :",2023-04-09,9,4,2023,The Daily Degen,,"{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.658}",0.658,Positif,"['énergie', 'électrique', 'renouvelable', 'plan', 'accélérer']"
"💯
L'hypocrisie est d'autant plus frustrante quand on connaît l'impact qu'aurait le retardement de la transition énergétique... 😡",2023-04-09,9,4,2023,SraM 🔋,,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.6722}",0.6722,Positif,[]
Je suis scandalisé! J’ai été arrêté par la gendarmerie alors que je chantais la #Marseillaise à 150km/h à bord de mon hybride rechargeable. Ce gouvernement est contre les citoyens engagés pour la transition énergétique.,2023-04-09,9,4,2023,Itwasnotme,,"{'neg': 0.041, 'neu': 0.838, 'pos': 0.121, 'compound': 0.4574}",0.4574,Positif,['gouvernement']
Transition énergétique = ARNAQUE !,2023-04-10,10,4,2023,🇫🇷 Froidthier,,"{'neg': 0.445, 'neu': 0.282, 'pos': 0.273, 'compound': -0.4796}",-0.4796,Negatif,[]
"Je vais pas trop bien ces temps-ci, je fume comme comme la transition énergétique allemande.",2023-04-10,10,4,2023,L’internaute de trop,,"{'neg': 0.218, 'neu': 0.629, 'pos': 0.152, 'compound': -0.0682}",-0.0682,Negatif,"['allemand', 'temps']"
#TransitionEnergetique Les défis qui attendent le secteur automobile avec la transition énergétique ift.tt/ZAqEFtM,2023-04-10,10,4,2023,Smart City en France,,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,Positif,[]
#TransitionEnergetique Les défis qui attendent le secteur automobile avec la transition énergétique - Laminute.info ift.tt/ScMWNq2,2023-04-10,10,4,2023,Smart City en France,,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}",0.4404,Positif,[]
"Quand le monde raisonne a une transition énergétique voilà une ici vivante en 2023 mais un raisonnement de l'Antiquité, Un vrai kasaiën n'a pas peur, nous avons affronter Kabila et nous l'avons chassé, pourquoi n'est pas nous éliminer en c temps là? Toza Awa",2023-04-10,10,4,2023,evans kabuya,,"{'neg': 0.025, 'neu': 0.839, 'pos': 0.137, 'compound': 0.7321}",0.7321,Positif,"['temps', 'monde']"
Ça favorise la transition énergétique.,2023-04-10,10,4,2023,Yield,,"{'neg': 0.0, 'neu': 0.58, 'pos': 0.42, 'compound': 0.4404}",0.4404,Positif,[]
"Rassurez vous, dans une semaine, l'Allemagne aura avancé d'un grand pas dans la direction de sa transition énergétique.

Alors que nous, au contraire, nous stagnons...",2023-04-10,10,4,2023,Vi_R,,"{'neg': 0.0, 'neu': 0.767, 'pos': 0.233, 'compound': 0.7657}",0.7657,Positif,[]
Transition énergétique mal pensée  : 120 milliards d’euros engagés n’ont pas réduit d’une seule tonne nos émissions de CO2 atlantico.fr/article/decrypt… via @atlantico_fr,2023-04-10,10,4,2023,PatMarco,,"{'neg': 0.064, 'neu': 0.711, 'pos': 0.225, 'compound': 0.5991}",0.5991,Positif,[]
"A partir du point 33, c'est les défis planétaires qui sont abordés, sécurité alimentaire, liberté commerciale, transition énergétique des économies émergentes, gestion des dettes, protection de la nature et lutte contre le réchauffement climatique.",2023-04-10,10,4,2023,Clément Molin,,"{'neg': 0.132, 'neu': 0.707, 'pos': 0.161, 'compound': 0.3595}",0.3595,Positif,"['climat', 'économie', 'plan']"
"Télétravail et économies d'énergie : une étude présentée par le ministre de la Transition #énergétique à une soixantaine de grandes entreprises françaises
En savoir plus : ow.ly/OOU7104CkwW",2023-04-10,10,4,2023,Annik Vandeputte,,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4404}",0.4404,Positif,"['ministre', 'énergie', 'entreprise', 'économie', 'français']"
