Date,Compound,Thème Écologique
2023-03-02,0.128,Politiques environnementales et écologiques du gouvernement français
2023-03-02,-0.1088,Agricultures et politiques environnementales
2023-03-02,-0.8661,Agricultures et politiques environnementales
2023-03-02,0.6588,Collectivités territoriales et développement durable
2023-03-02,0.1531,Politiques environnementales et écologiques du gouvernement français
2023-03-02,0.7424,Politiques environnementales et écologiques du gouvernement français
2023-03-02,0.4926,Collectivités territoriales et développement durable
2023-03-02,0.2732,Agricultures et politiques environnementales
2023-03-03,0.1027,Soutien et financement de projets écologiques
2023-03-03,0.3182,Politiques environnementales et écologiques du gouvernement français
2023-03-03,0.4478,Agricultures et politiques environnementales
2023-03-03,-0.6588,Agricultures et politiques environnementales
2023-03-03,-0.5962,Politiques environnementales et écologiques du gouvernement français
2023-03-03,0.0,Agricultures et politiques environnementales
2023-03-03,0.0516,Soutien et financement de projets écologiques
2023-03-03,0.5994,Agricultures et politiques environnementales
2023-03-03,-0.3164,Politiques environnementales et écologiques du gouvernement français
2023-03-03,0.0,Agricultures et politiques environnementales
2023-03-03,0.7701,Collectivités territoriales et développement durable
2023-03-03,-0.5411,Politiques environnementales et écologiques du gouvernement français
2023-03-03,-0.1053,Collectivités territoriales et développement durable
2023-03-04,0.2003,Politiques environnementales et écologiques du gouvernement français
2023-03-04,-0.0271,Énergie et économie vers une société écologique
2023-03-04,-0.2924,Collectivités territoriales et développement durable
2023-03-04,-0.7975,Politiques environnementales et écologiques du gouvernement français
2023-03-04,-0.2924,Collectivités territoriales et développement durable
2023-03-04,-0.6696,Énergie et économie vers une société écologique
2023-03-04,-0.4767,Soutien et financement de projets écologiques
2023-03-04,0.3818,Soutien et financement de projets écologiques
2023-03-04,0.7887,Politiques environnementales et écologiques du gouvernement français
2023-03-04,0.0,Soutien et financement de projets écologiques
2023-03-04,0.0,Énergie et économie vers une société écologique
2023-03-05,0.2964,Politiques environnementales et écologiques du gouvernement français
2023-03-05,-0.857,Politiques environnementales et écologiques du gouvernement français
2023-03-05,0.0,Politiques environnementales et écologiques du gouvernement français
2023-03-05,-0.2462,Politiques environnementales et écologiques du gouvernement français
2023-03-05,0.5719,Soutien et financement de projets écologiques
2023-03-05,0.4215,Politiques environnementales et écologiques du gouvernement français
2023-03-05,0.0798,Collectivités territoriales et développement durable
2023-03-05,0.5267,Politiques environnementales et écologiques du gouvernement français
2023-03-05,0.0258,Soutien et financement de projets écologiques
2023-03-05,0.2462,Collectivités territoriales et développement durable
2023-03-05,-0.2924,Collectivités territoriales et développement durable
2023-03-05,-0.5719,Politiques environnementales et écologiques du gouvernement français
2023-03-05,-0.126,Soutien et financement de projets écologiques
2023-03-05,0.5684,Énergie et économie vers une société écologique
2023-03-06,0.1531,Politiques environnementales et écologiques du gouvernement français
2023-03-06,-0.2023,Politiques environnementales et écologiques du gouvernement français
2023-03-06,-0.2225,Soutien et financement de projets écologiques
2023-03-06,0.0,Politiques environnementales et écologiques du gouvernement français
2023-03-06,0.1027,Soutien et financement de projets écologiques
2023-03-06,0.0,Agricultures et politiques environnementales
2023-03-06,0.2244,Politiques environnementales et écologiques du gouvernement français
2023-03-06,0.4867,Politiques environnementales et écologiques du gouvernement français
2023-03-06,-0.5216,Collectivités territoriales et développement durable
2023-03-06,0.7717,Soutien et financement de projets écologiques
2023-03-06,-0.807,Soutien et financement de projets écologiques
2023-03-06,0.0,Énergie et économie vers une société écologique
2023-03-07,0.4847,Soutien et financement de projets écologiques
2023-03-07,0.4039,Politiques environnementales et écologiques du gouvernement français
2023-03-07,0.3612,Politiques environnementales et écologiques du gouvernement français
2023-03-07,0.0,Agricultures et politiques environnementales
2023-03-07,-0.4329,Politiques environnementales et écologiques du gouvernement français
2023-03-07,0.6351,Soutien et financement de projets écologiques
2023-03-07,-0.7533,Énergie et économie vers une société écologique
2023-03-07,0.6369,Politiques environnementales et écologiques du gouvernement français
2023-03-07,-0.7533,Énergie et économie vers une société écologique
2023-03-08,0.0,Politiques environnementales et écologiques du gouvernement français
2023-03-08,0.5282,Collectivités territoriales et développement durable
2023-03-08,0.2462,Collectivités territoriales et développement durable
2023-03-08,0.0,Soutien et financement de projets écologiques
2023-03-08,0.3129,Politiques environnementales et écologiques du gouvernement français
2023-03-08,0.2982,Soutien et financement de projets écologiques
2023-03-08,0.5809,Politiques environnementales et écologiques du gouvernement français
2023-03-08,0.2982,Soutien et financement de projets écologiques
2023-03-08,0.658,Politiques environnementales et écologiques du gouvernement français
2023-03-08,0.0,Agricultures et politiques environnementales
2023-03-08,0.5439,Agricultures et politiques environnementales
2023-03-08,0.504,Soutien et financement de projets écologiques
2023-03-08,0.25,Collectivités territoriales et développement durable
2023-03-08,-0.5859,Collectivités territoriales et développement durable
2023-03-08,0.4003,Agricultures et politiques environnementales
2023-03-08,0.0,Politiques environnementales et écologiques du gouvernement français
2023-03-09,0.25,Politiques environnementales et écologiques du gouvernement français
2023-03-09,0.8709,Soutien et financement de projets écologiques
2023-03-09,0.4019,Politiques environnementales et écologiques du gouvernement français
2023-03-09,-0.5609,Politiques environnementales et écologiques du gouvernement français
2023-03-09,0.7081,Politiques environnementales et écologiques du gouvernement français
2023-03-09,0.5684,Soutien et financement de projets écologiques
2023-03-09,-0.2003,Politiques environnementales et écologiques du gouvernement français
2023-03-09,0.4871,Agricultures et politiques environnementales
2023-03-09,-0.0377,Énergie et économie vers une société écologique
2023-03-09,0.296,Soutien et financement de projets écologiques
2023-03-09,0.1027,Politiques environnementales et écologiques du gouvernement français
2023-03-09,0.6331,Politiques environnementales et écologiques du gouvernement français
2023-03-09,0.6562,Soutien et financement de projets écologiques
2023-03-10,0.4019,Politiques environnementales et écologiques du gouvernement français
2023-03-10,-0.0762,Soutien et financement de projets écologiques
2023-03-10,0.0,Agricultures et politiques environnementales
2023-03-10,0.0,Agricultures et politiques environnementales
2023-03-10,0.3595,Politiques environnementales et écologiques du gouvernement français
2023-03-10,0.0,Soutien et financement de projets écologiques
2023-03-10,0.0,Politiques environnementales et écologiques du gouvernement français
2023-03-10,0.0,Politiques environnementales et écologiques du gouvernement français
2023-03-10,-0.203,Politiques environnementales et écologiques du gouvernement français
2023-03-10,-0.3553,Énergie et économie vers une société écologique
2023-03-10,-0.0695,Politiques environnementales et écologiques du gouvernement français
2023-03-10,-0.7955,Collectivités territoriales et développement durable
2023-03-10,0.0,Soutien et financement de projets écologiques
2023-03-11,0.1759,Agricultures et politiques environnementales
2023-03-11,0.6784,Collectivités territoriales et développement durable
2023-03-11,0.7149,Politiques environnementales et écologiques du gouvernement français
2023-03-11,0.4184,Collectivités territoriales et développement durable
2023-03-11,0.3804,Énergie et économie vers une société écologique
2023-03-11,0.8856,Agricultures et politiques environnementales
2023-03-11,0.4389,Politiques environnementales et écologiques du gouvernement français
2023-03-11,-0.0377,Soutien et financement de projets écologiques
2023-03-11,0.3595,Soutien et financement de projets écologiques
2023-03-11,-0.508,Soutien et financement de projets écologiques
2023-03-11,0.3818,Politiques environnementales et écologiques du gouvernement français
2023-03-11,-0.0516,Agricultures et politiques environnementales
2023-03-11,-0.7399,Soutien et financement de projets écologiques
2023-03-12,0.0,Soutien et financement de projets écologiques
2023-03-12,-0.1007,Énergie et économie vers une société écologique
2023-03-12,0.4199,Politiques environnementales et écologiques du gouvernement français
2023-03-12,-0.2462,Soutien et financement de projets écologiques
2023-03-12,0.4374,Politiques environnementales et écologiques du gouvernement français
2023-03-12,0.0,Politiques environnementales et écologiques du gouvernement français
2023-03-12,0.6083,Soutien et financement de projets écologiques
2023-03-12,0.3802,Politiques environnementales et écologiques du gouvernement français
2023-03-12,0.6654,Agricultures et politiques environnementales
2023-03-12,-0.3971,Politiques environnementales et écologiques du gouvernement français
2023-03-13,0.0,Soutien et financement de projets écologiques
2023-03-13,-0.4039,Politiques environnementales et écologiques du gouvernement français
2023-03-13,0.0,Soutien et financement de projets écologiques
2023-03-13,0.0,Soutien et financement de projets écologiques
2023-03-13,0.4545,Soutien et financement de projets écologiques
2023-03-13,-0.1984,Soutien et financement de projets écologiques
2023-03-13,0.0,Soutien et financement de projets écologiques
2023-03-13,-0.6973,Soutien et financement de projets écologiques
2023-03-13,0.1511,Politiques environnementales et écologiques du gouvernement français
2023-03-13,-0.1027,Soutien et financement de projets écologiques
2023-03-13,0.807,Soutien et financement de projets écologiques
2023-03-13,0.3632,Énergie et économie vers une société écologique
2023-03-13,0.0,Agricultures et politiques environnementales
2023-03-13,0.7506,Collectivités territoriales et développement durable
2023-03-13,0.1759,Collectivités territoriales et développement durable
2023-03-13,-0.0772,Soutien et financement de projets écologiques
2023-03-13,0.0,Politiques environnementales et écologiques du gouvernement français
2023-03-14,0.1027,Collectivités territoriales et développement durable
2023-03-14,0.1759,Soutien et financement de projets écologiques
2023-03-14,0.128,Politiques environnementales et écologiques du gouvernement français
2023-03-14,0.7562,Soutien et financement de projets écologiques
2023-03-14,0.0,Collectivités territoriales et développement durable
2023-03-14,-0.1462,Soutien et financement de projets écologiques
2023-03-14,0.5848,Collectivités territoriales et développement durable
2023-03-14,0.34,Politiques environnementales et écologiques du gouvernement français
2023-03-14,-0.0377,Politiques environnementales et écologiques du gouvernement français
2023-03-14,-0.533,Agricultures et politiques environnementales
2023-03-14,0.0,Énergie et économie vers une société écologique
2023-03-14,-0.7351,Politiques environnementales et écologiques du gouvernement français
2023-03-14,0.5848,Collectivités territoriales et développement durable
2023-03-14,0.3678,Politiques environnementales et écologiques du gouvernement français
2023-03-14,-0.3156,Politiques environnementales et écologiques du gouvernement français
2023-03-15,0.0,Soutien et financement de projets écologiques
2023-03-15,0.5994,Soutien et financement de projets écologiques
2023-03-15,0.604,Politiques environnementales et écologiques du gouvernement français
2023-03-15,0.6818,Politiques environnementales et écologiques du gouvernement français
2023-03-15,0.4195,Soutien et financement de projets écologiques
2023-03-15,0.2732,Soutien et financement de projets écologiques
2023-03-15,0.5282,Collectivités territoriales et développement durable
2023-03-15,0.2462,Collectivités territoriales et développement durable
2023-03-15,0.5753,Politiques environnementales et écologiques du gouvernement français
2023-03-15,0.8222,Politiques environnementales et écologiques du gouvernement français
2023-03-16,0.1759,Politiques environnementales et écologiques du gouvernement français
2023-03-16,0.25,Agricultures et politiques environnementales
2023-03-16,-0.6858,Soutien et financement de projets écologiques
2023-03-16,-0.5719,Collectivités territoriales et développement durable
2023-03-16,0.7707,Soutien et financement de projets écologiques
2023-03-16,-0.0464,Agricultures et politiques environnementales
2023-03-16,0.5848,Soutien et financement de projets écologiques
2023-03-16,0.0,Agricultures et politiques environnementales
2023-03-16,-0.7339,Collectivités territoriales et développement durable
2023-03-16,0.7717,Politiques environnementales et écologiques du gouvernement français
2023-03-16,0.0,Soutien et financement de projets écologiques
2023-03-16,-0.8402,Agricultures et politiques environnementales
2023-03-17,0.3971,Énergie et économie vers une société écologique
2023-03-17,-0.7901,Politiques environnementales et écologiques du gouvernement français
2023-03-17,0.0,Politiques environnementales et écologiques du gouvernement français
2023-03-17,0.8522,Agricultures et politiques environnementales
2023-03-17,0.3595,Énergie et économie vers une société écologique
2023-03-17,0.8928,Politiques environnementales et écologiques du gouvernement français
2023-03-17,0.0,Politiques environnementales et écologiques du gouvernement français
2023-03-17,-0.5994,Soutien et financement de projets écologiques
2023-03-17,-0.4215,Collectivités territoriales et développement durable
2023-03-17,0.3147,Soutien et financement de projets écologiques
2023-03-17,0.5242,Agricultures et politiques environnementales
2023-03-17,0.0,Énergie et économie vers une société écologique
2023-03-17,0.508,Politiques environnementales et écologiques du gouvernement français
2023-03-17,0.0,Politiques environnementales et écologiques du gouvernement français
2023-03-18,0.4404,Agricultures et politiques environnementales
2023-03-18,-0.6072,Politiques environnementales et écologiques du gouvernement français
2023-03-18,0.3384,Agricultures et politiques environnementales
2023-03-18,0.6808,Soutien et financement de projets écologiques
2023-03-18,-0.5859,Soutien et financement de projets écologiques
2023-03-18,0.5399,Politiques environnementales et écologiques du gouvernement français
2023-03-18,0.2677,Politiques environnementales et écologiques du gouvernement français
2023-03-18,0.3818,Politiques environnementales et écologiques du gouvernement français
2023-03-18,0.4059,Énergie et économie vers une société écologique
2023-03-18,0.0,Politiques environnementales et écologiques du gouvernement français
2023-03-18,0.2462,Politiques environnementales et écologiques du gouvernement français
2023-03-18,-0.6705,Soutien et financement de projets écologiques
2023-03-18,0.0,Collectivités territoriales et développement durable
2023-03-18,0.3365,Énergie et économie vers une société écologique
2023-03-19,0.4374,Collectivités territoriales et développement durable
2023-03-19,-0.6114,Politiques environnementales et écologiques du gouvernement français
2023-03-19,-0.2462,Politiques environnementales et écologiques du gouvernement français
2023-03-19,0.2278,Politiques environnementales et écologiques du gouvernement français
2023-03-19,-0.6696,Politiques environnementales et écologiques du gouvernement français
2023-03-19,0.308,Soutien et financement de projets écologiques
2023-03-19,0.0,Énergie et économie vers une société écologique
2023-03-19,0.25,Politiques environnementales et écologiques du gouvernement français
2023-03-19,0.0,Soutien et financement de projets écologiques
2023-03-19,0.7081,Collectivités territoriales et développement durable
2023-03-19,0.0397,Soutien et financement de projets écologiques
2023-03-19,0.3164,Agricultures et politiques environnementales
2023-03-19,0.126,Politiques environnementales et écologiques du gouvernement français
2023-03-19,0.2982,Politiques environnementales et écologiques du gouvernement français
2023-03-20,0.4404,Politiques environnementales et écologiques du gouvernement français
2023-03-20,0.1727,Politiques environnementales et écologiques du gouvernement français
2023-03-20,-0.0516,Soutien et financement de projets écologiques
2023-03-20,0.5707,Énergie et économie vers une société écologique
2023-03-20,0.2006,Énergie et économie vers une société écologique
2023-03-20,0.4215,Soutien et financement de projets écologiques
2023-03-20,0.6486,Soutien et financement de projets écologiques
2023-03-20,-0.8591,Politiques environnementales et écologiques du gouvernement français
2023-03-20,0.0,Politiques environnementales et écologiques du gouvernement français
2023-03-20,0.0516,Agricultures et politiques environnementales
2023-03-20,0.2023,Agricultures et politiques environnementales
2023-03-20,0.8955,Politiques environnementales et écologiques du gouvernement français
2023-03-20,-0.2023,Soutien et financement de projets écologiques
2023-03-21,0.6679,Soutien et financement de projets écologiques
2023-03-21,-0.6486,Politiques environnementales et écologiques du gouvernement français
2023-03-21,0.5422,Agricultures et politiques environnementales
2023-03-21,0.0,Politiques environnementales et écologiques du gouvernement français
2023-03-21,0.2481,Énergie et économie vers une société écologique
2023-03-21,-0.0839,Politiques environnementales et écologiques du gouvernement français
2023-03-21,0.3818,Soutien et financement de projets écologiques
2023-03-21,0.4199,Collectivités territoriales et développement durable
2023-03-21,-0.2851,Agricultures et politiques environnementales
2023-03-21,0.0,Collectivités territoriales et développement durable
2023-03-21,0.5562,Soutien et financement de projets écologiques
2023-03-22,0.7717,Politiques environnementales et écologiques du gouvernement français
2023-03-22,0.1027,Agricultures et politiques environnementales
2023-03-22,0.8748,Agricultures et politiques environnementales
2023-03-22,0.1027,Collectivités territoriales et développement durable
2023-03-22,0.0,Agricultures et politiques environnementales
2023-03-22,0.0,Soutien et financement de projets écologiques
2023-03-22,0.6688,Soutien et financement de projets écologiques
2023-03-22,0.3382,Agricultures et politiques environnementales
2023-03-22,0.5242,Soutien et financement de projets écologiques
2023-03-22,0.3365,Soutien et financement de projets écologiques
2023-03-22,0.0,Soutien et financement de projets écologiques
2023-03-23,0.0,Soutien et financement de projets écologiques
2023-03-23,0.4926,Énergie et économie vers une société écologique
2023-03-23,0.0,Soutien et financement de projets écologiques
2023-03-23,0.5562,Soutien et financement de projets écologiques
2023-03-23,0.1759,Soutien et financement de projets écologiques
2023-03-23,0.0,Politiques environnementales et écologiques du gouvernement français
2023-03-23,-0.3348,Politiques environnementales et écologiques du gouvernement français
2023-03-23,0.8016,Politiques environnementales et écologiques du gouvernement français
2023-03-23,0.7249,Agricultures et politiques environnementales
2023-03-23,0.5399,Soutien et financement de projets écologiques
2023-03-24,-0.5411,Collectivités territoriales et développement durable
2023-03-24,0.128,Collectivités territoriales et développement durable
2023-03-24,-0.8478,Collectivités territoriales et développement durable
2023-03-24,0.0,Collectivités territoriales et développement durable
2023-03-24,0.5282,Collectivités territoriales et développement durable
2023-03-24,-0.4019,Politiques environnementales et écologiques du gouvernement français
2023-03-24,0.2462,Collectivités territoriales et développement durable
2023-03-24,0.4682,Énergie et économie vers une société écologique
2023-03-24,0.1027,Politiques environnementales et écologiques du gouvernement français
2023-03-24,0.0,Politiques environnementales et écologiques du gouvernement français
2023-03-24,0.8217,Politiques environnementales et écologiques du gouvernement français
2023-03-24,-0.1658,Énergie et économie vers une société écologique
2023-03-25,0.1759,Soutien et financement de projets écologiques
2023-03-25,0.0,Soutien et financement de projets écologiques
2023-03-25,-0.5719,Politiques environnementales et écologiques du gouvernement français
2023-03-25,0.3612,Énergie et économie vers une société écologique
2023-03-25,0.3612,Politiques environnementales et écologiques du gouvernement français
2023-03-25,-0.7263,Politiques environnementales et écologiques du gouvernement français
2023-03-25,0.4559,Politiques environnementales et écologiques du gouvernement français
2023-03-25,0.0,Agricultures et politiques environnementales
2023-03-25,0.8016,Politiques environnementales et écologiques du gouvernement français
2023-03-25,-0.3804,Politiques environnementales et écologiques du gouvernement français
2023-03-25,0.2481,Soutien et financement de projets écologiques
2023-03-25,-0.25,Collectivités territoriales et développement durable
2023-03-26,0.6103,Politiques environnementales et écologiques du gouvernement français
2023-03-26,-0.6588,Agricultures et politiques environnementales
2023-03-26,-0.5122,Énergie et économie vers une société écologique
2023-03-26,0.3818,Énergie et économie vers une société écologique
2023-03-26,0.0,Collectivités territoriales et développement durable
2023-03-26,0.296,Politiques environnementales et écologiques du gouvernement français
2023-03-26,0.0772,Collectivités territoriales et développement durable
2023-03-26,-0.4374,Collectivités territoriales et développement durable
2023-03-26,-0.5736,Politiques environnementales et écologiques du gouvernement français
2023-03-26,0.4215,Collectivités territoriales et développement durable
2023-03-26,-0.0271,Soutien et financement de projets écologiques
2023-03-26,-0.3818,Agricultures et politiques environnementales
2023-03-26,0.0,Politiques environnementales et écologiques du gouvernement français
2023-03-27,-0.0516,Énergie et économie vers une société écologique
2023-03-27,-0.4588,Collectivités territoriales et développement durable
2023-03-27,0.1759,Soutien et financement de projets écologiques
2023-03-27,0.3818,Énergie et économie vers une société écologique
2023-03-27,0.658,Politiques environnementales et écologiques du gouvernement français
2023-03-27,0.1436,Énergie et économie vers une société écologique
2023-03-27,0.5859,Collectivités territoriales et développement durable
2023-03-27,0.1695,Agricultures et politiques environnementales
2023-03-27,-0.1027,Politiques environnementales et écologiques du gouvernement français
2023-03-27,0.6124,Agricultures et politiques environnementales
2023-03-27,0.1759,Politiques environnementales et écologiques du gouvernement français
2023-03-28,0.1759,Soutien et financement de projets écologiques
2023-03-28,-0.238,Politiques environnementales et écologiques du gouvernement français
2023-03-28,0.0,Soutien et financement de projets écologiques
2023-03-28,-0.3935,Politiques environnementales et écologiques du gouvernement français
2023-03-28,-0.4389,Agricultures et politiques environnementales
2023-03-28,0.6696,Politiques environnementales et écologiques du gouvernement français
2023-03-28,-0.1078,Politiques environnementales et écologiques du gouvernement français
2023-03-28,0.3578,Énergie et économie vers une société écologique
2023-03-28,-0.5727,Politiques environnementales et écologiques du gouvernement français
2023-03-28,0.9095,Politiques environnementales et écologiques du gouvernement français
2023-03-28,0.6124,Énergie et économie vers une société écologique
2023-03-28,0.3818,Soutien et financement de projets écologiques
2023-03-28,0.6908,Agricultures et politiques environnementales
2023-03-28,0.5821,Politiques environnementales et écologiques du gouvernement français
2023-03-29,0.8758,Énergie et économie vers une société écologique
2023-03-29,-0.7717,Soutien et financement de projets écologiques
2023-03-29,0.8178,Politiques environnementales et écologiques du gouvernement français
2023-03-29,0.4215,Agricultures et politiques environnementales
2023-03-29,-0.3164,Collectivités territoriales et développement durable
2023-03-29,-0.3662,Soutien et financement de projets écologiques
2023-03-29,0.25,Politiques environnementales et écologiques du gouvernement français
2023-03-29,-0.0516,Soutien et financement de projets écologiques
2023-03-29,0.6467,Soutien et financement de projets écologiques
2023-03-29,0.4592,Agricultures et politiques environnementales
2023-03-29,0.8478,Politiques environnementales et écologiques du gouvernement français
2023-03-29,0.0,Collectivités territoriales et développement durable
2023-03-29,-0.1124,Soutien et financement de projets écologiques
2023-03-30,0.533,Politiques environnementales et écologiques du gouvernement français
2023-03-30,0.0,Agricultures et politiques environnementales
2023-03-30,-0.5461,Politiques environnementales et écologiques du gouvernement français
2023-03-30,-0.1501,Soutien et financement de projets écologiques
2023-03-30,0.0,Énergie et économie vers une société écologique
2023-03-30,0.5719,Collectivités territoriales et développement durable
2023-03-30,-0.2924,Politiques environnementales et écologiques du gouvernement français
2023-03-30,-0.6808,Énergie et économie vers une société écologique
2023-03-30,-0.2593,Soutien et financement de projets écologiques
2023-03-30,-0.0377,Politiques environnementales et écologiques du gouvernement français
2023-03-30,-0.3786,Énergie et économie vers une société écologique
2023-03-30,-0.0516,Politiques environnementales et écologiques du gouvernement français
2023-03-30,0.6988,Politiques environnementales et écologiques du gouvernement français
2023-03-30,0.1759,Soutien et financement de projets écologiques
2023-03-31,0.6219,Politiques environnementales et écologiques du gouvernement français
2023-03-31,0.2523,Politiques environnementales et écologiques du gouvernement français
2023-03-31,0.3182,Politiques environnementales et écologiques du gouvernement français
2023-03-31,0.6136,Soutien et financement de projets écologiques
2023-03-31,-0.7269,Agricultures et politiques environnementales
2023-03-31,-0.4724,Politiques environnementales et écologiques du gouvernement français
2023-03-31,-0.4767,Soutien et financement de projets écologiques
2023-03-31,-0.0271,Politiques environnementales et écologiques du gouvernement français
2023-03-31,-0.25,Politiques environnementales et écologiques du gouvernement français
2023-03-31,-0.1027,Énergie et économie vers une société écologique
2023-03-31,-0.6157,Énergie et économie vers une société écologique
2023-03-31,0.4404,Politiques environnementales et écologiques du gouvernement français
2023-03-31,0.4039,Énergie et économie vers une société écologique
2023-03-31,0.2481,Soutien et financement de projets écologiques
2023-04-01,0.1759,Soutien et financement de projets écologiques
2023-04-01,0.126,Politiques environnementales et écologiques du gouvernement français
2023-04-01,0.4019,Collectivités territoriales et développement durable
2023-04-01,0.0695,Collectivités territoriales et développement durable
2023-04-01,0.1007,Politiques environnementales et écologiques du gouvernement français
2023-04-01,0.8118,Soutien et financement de projets écologiques
2023-04-01,0.6738,Politiques environnementales et écologiques du gouvernement français
2023-04-01,0.4019,Collectivités territoriales et développement durable
2023-04-01,0.6908,Énergie et économie vers une société écologique
2023-04-01,0.126,Politiques environnementales et écologiques du gouvernement français
2023-04-01,0.2593,Énergie et économie vers une société écologique
2023-04-01,0.4019,Collectivités territoriales et développement durable
2023-04-01,0.0772,Politiques environnementales et écologiques du gouvernement français
2023-04-01,0.0,Soutien et financement de projets écologiques
2023-04-02,0.1556,Soutien et financement de projets écologiques
2023-04-02,0.0,Politiques environnementales et écologiques du gouvernement français
2023-04-02,0.1759,Soutien et financement de projets écologiques
2023-04-02,-0.4724,Collectivités territoriales et développement durable
2023-04-02,0.3204,Soutien et financement de projets écologiques
2023-04-02,0.0,Soutien et financement de projets écologiques
2023-04-02,0.7724,Politiques environnementales et écologiques du gouvernement français
2023-04-02,0.126,Politiques environnementales et écologiques du gouvernement français
2023-04-02,0.7901,Politiques environnementales et écologiques du gouvernement français
2023-04-02,0.7959,Soutien et financement de projets écologiques
2023-04-02,-0.7922,Politiques environnementales et écologiques du gouvernement français
2023-04-02,0.6369,Politiques environnementales et écologiques du gouvernement français
2023-04-02,0.5994,Politiques environnementales et écologiques du gouvernement français
2023-04-03,0.6662,Soutien et financement de projets écologiques
2023-04-03,0.3955,Agricultures et politiques environnementales
2023-04-03,0.2764,Énergie et économie vers une société écologique
2023-04-03,0.3412,Énergie et économie vers une société écologique
2023-04-03,0.4003,Soutien et financement de projets écologiques
2023-04-03,0.8074,Soutien et financement de projets écologiques
2023-04-03,0.3612,Soutien et financement de projets écologiques
2023-04-03,-0.8577,Politiques environnementales et écologiques du gouvernement français
2023-04-03,0.5837,Énergie et économie vers une société écologique
2023-04-03,0.5183,Soutien et financement de projets écologiques
2023-04-03,0.4019,Soutien et financement de projets écologiques
2023-04-03,0.7568,Soutien et financement de projets écologiques
2023-04-04,0.4767,Politiques environnementales et écologiques du gouvernement français
2023-04-04,0.7229,Collectivités territoriales et développement durable
2023-04-04,-0.3724,Politiques environnementales et écologiques du gouvernement français
2023-04-04,-0.5681,Politiques environnementales et écologiques du gouvernement français
2023-04-04,-0.4019,Politiques environnementales et écologiques du gouvernement français
2023-04-04,0.8127,Soutien et financement de projets écologiques
2023-04-04,-0.3447,Politiques environnementales et écologiques du gouvernement français
2023-04-04,-0.3724,Politiques environnementales et écologiques du gouvernement français
2023-04-04,0.7605,Politiques environnementales et écologiques du gouvernement français
2023-04-04,-0.0271,Soutien et financement de projets écologiques
2023-04-04,0.9447,Politiques environnementales et écologiques du gouvernement français
2023-04-04,-0.5796,Politiques environnementales et écologiques du gouvernement français
2023-04-04,-0.5796,Politiques environnementales et écologiques du gouvernement français
2023-04-04,0.0,Politiques environnementales et écologiques du gouvernement français
2023-04-04,0.0,Politiques environnementales et écologiques du gouvernement français
2023-04-04,0.0,Politiques environnementales et écologiques du gouvernement français
2023-04-04,-0.3724,Politiques environnementales et écologiques du gouvernement français
2023-04-04,-0.4714,Énergie et économie vers une société écologique
2023-04-04,0.1556,Politiques environnementales et écologiques du gouvernement français
2023-04-04,0.6996,Politiques environnementales et écologiques du gouvernement français
2023-04-05,-0.5238,Collectivités territoriales et développement durable
2023-04-05,0.1759,Politiques environnementales et écologiques du gouvernement français
2023-04-05,0.1027,Politiques environnementales et écologiques du gouvernement français
2023-04-05,0.1027,Politiques environnementales et écologiques du gouvernement français
2023-04-05,-0.0271,Énergie et économie vers une société écologique
2023-04-05,0.555,Politiques environnementales et écologiques du gouvernement français
2023-04-05,0.5529,Politiques environnementales et écologiques du gouvernement français
2023-04-05,0.4664,Agricultures et politiques environnementales
2023-04-05,0.1759,Soutien et financement de projets écologiques
2023-04-05,-0.2462,Politiques environnementales et écologiques du gouvernement français
2023-04-05,-0.4199,Politiques environnementales et écologiques du gouvernement français
2023-04-05,0.5242,Politiques environnementales et écologiques du gouvernement français
2023-04-05,-0.2481,Agricultures et politiques environnementales
2023-04-05,0.1779,Soutien et financement de projets écologiques
2023-04-05,0.6083,Énergie et économie vers une société écologique
2023-04-06,0.5719,Soutien et financement de projets écologiques
2023-04-06,0.4019,Soutien et financement de projets écologiques
2023-04-06,0.2023,Énergie et économie vers une société écologique
2023-04-06,-0.1798,Politiques environnementales et écologiques du gouvernement français
2023-04-06,0.0258,Politiques environnementales et écologiques du gouvernement français
2023-04-07,0.0,Énergie et économie vers une société écologique
2023-04-07,0.2462,Soutien et financement de projets écologiques
2023-04-07,-0.6819,Collectivités territoriales et développement durable
2023-04-07,0.0,Collectivités territoriales et développement durable
2023-04-07,-0.6114,Agricultures et politiques environnementales
2023-04-07,-0.4559,Énergie et économie vers une société écologique
2023-04-07,0.5055,Politiques environnementales et écologiques du gouvernement français
2023-04-07,-0.0516,Politiques environnementales et écologiques du gouvernement français
2023-04-07,0.0,Soutien et financement de projets écologiques
2023-04-07,-0.6597,Politiques environnementales et écologiques du gouvernement français
2023-04-07,0.2462,Soutien et financement de projets écologiques
2023-04-07,0.4361,Politiques environnementales et écologiques du gouvernement français
2023-04-07,0.0,Politiques environnementales et écologiques du gouvernement français
2023-04-08,-0.6996,Politiques environnementales et écologiques du gouvernement français
2023-04-08,-0.4063,Politiques environnementales et écologiques du gouvernement français
2023-04-08,-0.8856,Politiques environnementales et écologiques du gouvernement français
2023-04-08,0.3612,Politiques environnementales et écologiques du gouvernement français
2023-04-08,0.0152,Agricultures et politiques environnementales
2023-04-08,0.6239,Politiques environnementales et écologiques du gouvernement français
2023-04-08,0.0,Politiques environnementales et écologiques du gouvernement français
2023-04-08,0.0,Politiques environnementales et écologiques du gouvernement français
